Divergent
"RT @boosterjuice: #Allegiant is in theaters TODAY! 
RT &amp; FOLLOW 
Chance to win a Divergent Series T &amp; Movie Passes https://t.co/DuTPAVcOrw"
RT @Jonbuckhouse: Good Night Everyone! Just got home from watching The Divergent Series: Allegiant! Great movie can't for last one! #Allegi…
"#Allegiant is in theaters TODAY! 
RT &amp; FOLLOW 
Chance to win a Divergent Series T &amp; Movie Passes https://t.co/DuTPAVcOrw"
"RT @boosterjuice: #Allegiant is in theaters TODAY! 
RT &amp; FOLLOW 
Chance to win a Divergent Series T &amp; Movie Passes https://t.co/7i6WDZXgAT"
"RT @boosterjuice: #Allegiant is in theaters TODAY! 
RT &amp; FOLLOW 
Chance to win a Divergent Series T &amp; Movie Passes https://t.co/ns8yd65MYH"
Im seeing soo many fans posting pics of their allegiant movie ticket! Soo jealous! @Divergent #Allegiant
"RT @boosterjuice: #Allegiant is in theaters TODAY! 
RT &amp; FOLLOW 
Chance to win a Divergent Series T &amp; Movie Passes https://t.co/ns8yd65MYH"
RT @Jonbuckhouse: Good Night Everyone! Just got home from watching The Divergent Series: Allegiant! Great movie can't for last one! #Allegi…
"RT @fieke_66: #WeAreAllegiant I posted this earlier, but forgot to add the tickets! I loved this movie SO MUCH! 😍 @divergent https://t.co/x…"
RT @Jonbuckhouse: Good Night Everyone! Just got home from watching The Divergent Series: Allegiant! Great movie can't for last one! #Allegi…
"@Divergent I saw the movie last night, &amp; LOVED it. I can't get enough of #FourTris. #Allegiant #WeAreAllegiant 😍🙌🏻🎞 https://t.co/S6rSe0w7tF"
"RT @dvgtworld: My mom, my dad, me and my friend watching #Allegiant. We all loved it❤️ My dad told it's the best movie! @divergent https://…"
Movie Review: THE DIVERGENT SERIES: #ALLEGIANT via @YourLifeAfter25 &gt; https://t.co/kwESNrQLje
RT @Divergent: The @Divergent Series: #Allegiant is NOW PLAYING! Who are you bringing to the theater? Tix: https://t.co/J3BtPhaaE8 https://…
